t,dtheta
   0.0000000000000000      ,  -1.0000000000000009E-003
   4.0000000000000001E-002 ,  -9.9841554303564672E-004
   8.0000000000000002E-002 ,  -9.9528077937152681E-004
  0.12000000000000000      ,  -9.9063159632450937E-004
  0.16000000000000000      ,  -9.8450553974979704E-004
  0.20000000000000001      ,  -9.7694173417661734E-004
  0.23999999999999999      ,  -9.6798080147572629E-004
  0.28000000000000003      ,  -9.5766477801320637E-004
  0.32000000000000001      ,  -9.4603703031151398E-004
  0.35999999999999999      ,  -9.3314216929910043E-004
  0.40000000000000002      ,  -9.1902596328030661E-004
  0.44000000000000000      ,  -9.0373524979731057E-004
  0.47999999999999998      ,  -8.8731784658685475E-004
  0.52000000000000002      ,  -8.6982246185116074E-004
  0.56000000000000005      ,  -8.5129860407104352E-004
  0.59999999999999998      ,  -8.3179649158487967E-004
  0.64000000000000001      ,  -8.1136696214467730E-004
  0.68000000000000005      ,  -7.9006138263734704E-004
  0.71999999999999997      ,  -7.6793155913121303E-004
  0.76000000000000001      ,  -7.4502964737216404E-004
  0.80000000000000004      ,  -7.2140806381507105E-004
  0.83999999999999997      ,  -6.9711939723507421E-004
  0.88000000000000000      ,  -6.7221632092204220E-004
  0.92000000000000004      ,  -6.4675150542226056E-004
  0.95999999999999996      ,  -6.2077753175401873E-004
   1.0000000000000000      ,  -5.9434680499370618E-004
   1.0400000000000000      ,  -5.6751146810368747E-004
   1.0800000000000001      ,  -5.4032331585662785E-004
   1.1200000000000001      ,  -5.1283370870269795E-004
   1.1599999999999999      ,  -4.8509348642869488E-004
   1.2000000000000000      ,  -4.5715288146916389E-004
   1.2400000000000000      ,  -4.2906143175364120E-004
   1.2800000000000000      ,  -4.0086789300564085E-004
   1.3200000000000001      ,  -3.7262015045314012E-004
   1.3600000000000001      ,  -3.4436512996205426E-004
   1.4000000000000001      ,  -3.1614870866436551E-004
   1.4399999999999999      ,  -2.8801562522029478E-004
   1.4800000000000000      ,  -2.6000938992565281E-004
   1.5200000000000000      ,  -2.3217219495208496E-004
   1.5600000000000001      ,  -2.0454482508364125E-004
   1.6000000000000001      ,  -1.7716656939065212E-004
   1.6400000000000001      ,  -1.5007513435494335E-004
   1.6799999999999999      ,  -1.2330655902653698E-004
   1.7200000000000000      ,  -9.6895132854435406E-005
   1.7600000000000000      ,  -7.0873316882491544E-005
   1.8000000000000000      ,  -4.5271669041224705E-005
   1.8400000000000001      ,  -2.0118774291533192E-005
   1.8800000000000001      ,   4.5588196129209280E-006
   1.9199999999999999      ,   2.8736659983930046E-005
   1.9600000000000000      ,   5.2392439937043456E-005
   2.0000000000000000      ,   7.5506041307016325E-005
   2.0400000000000000      ,   9.8059569094033350E-005
   2.0800000000000001      ,   1.2003737686061555E-004
   2.1200000000000001      ,   1.4142608258549405E-004
   2.1600000000000001      ,   1.6221457457643584E-004
   2.2000000000000002      ,   1.8239400715058807E-004
   2.2400000000000002      ,   2.0195778590703650E-004
   2.2800000000000002      ,   2.2090154253817662E-004
   2.3199999999999998      ,   2.3922309925006324E-004
   2.3599999999999999      ,   2.5692242298813728E-004
   2.3999999999999999      ,   2.7400156978552026E-004
   2.4399999999999999      ,   2.9046461967152659E-004
   2.4800000000000000      ,   3.0631760268517993E-004
   2.5200000000000000      ,   3.2156841664054969E-004
   2.5600000000000001      ,   3.3622673737943032E-004
   2.6000000000000001      ,   3.5030392231960583E-004
   2.6400000000000001      ,   3.6381290817333323E-004
   2.6800000000000002      ,   3.7676810374587255E-004
   2.7200000000000002      ,   3.8918527876674602E-004
   2.7600000000000002      ,   4.0108144970663062E-004
   2.8000000000000003      ,   4.1247476354122625E-004
   2.8399999999999999      ,   4.2338438040223636E-004
   2.8799999999999999      ,   4.3383035602451159E-004
   2.9199999999999999      ,   4.4383352486132566E-004
   2.9600000000000000      ,   4.5341538468113285E-004
   3.0000000000000000      ,   4.6259798339787217E-004
   3.0400000000000000      ,   4.7140380882049193E-004
   3.0800000000000001      ,   4.7985568192454586E-004
   3.1200000000000001      ,   4.8797665417632530E-004
   3.1600000000000001      ,   4.9578990935050804E-004
   3.2000000000000002      ,   5.0331867020436682E-004
   3.2400000000000002      ,   5.1058611028409473E-004
   3.2800000000000002      ,   5.1761527106353178E-004
   3.3200000000000003      ,   5.2442898452942366E-004
   3.3599999999999999      ,   5.3104980126050805E-004
   3.3999999999999999      ,   5.3749992397622570E-004
   3.4399999999999999      ,   5.4380114646157551E-004
   3.4800000000000000      ,   5.4997479772311841E-004
   3.5200000000000000      ,   5.5604169117406954E-004
   3.5600000000000001      ,   5.6202207859801234E-004
   3.6000000000000001      ,   5.6793560860257664E-004
   3.6400000000000001      ,   5.7380128924067186E-004
   3.6800000000000002      ,   5.7963745444067349E-004
   3.7200000000000002      ,   5.8546173386697653E-004
   3.7600000000000002      ,   5.9129102581456650E-004
   3.8000000000000003      ,   5.9714147271971996E-004
   3.8399999999999999      ,   6.0302843886406166E-004
   3.8799999999999999      ,   6.0896648983610469E-004
   3.9199999999999999      ,   6.1496937331706469E-004
   3.9600000000000000      ,   6.2105000074752503E-004
   4.0000000000000000      ,   6.2722042944107770E-004
   4.0400000000000000      ,   6.3349184471062081E-004
   4.0800000000000001      ,   6.3987454157499180E-004
   4.1200000000000001      ,   6.4637790563004671E-004
   4.1600000000000001      ,   6.5301039266874028E-004
   4.2000000000000002      ,   6.5977950664941609E-004
   4.2400000000000002      ,   6.6669177562728166E-004
   4.2800000000000002      ,   6.7375272527425700E-004
   4.3200000000000003      ,   6.8096684963392384E-004
   4.3600000000000003      ,   6.8833757877939661E-004
   4.4000000000000004      ,   6.9586724306613945E-004
   4.4400000000000004      ,   7.0355703370195144E-004
   4.4800000000000004      ,   7.1140695939031495E-004
   4.5200000000000005      ,   7.1941579884926554E-004
   4.5600000000000005      ,   7.2758104905124021E-004
   4.6000000000000005      ,   7.3589886909530833E-004
   4.6399999999999997      ,   7.4436401968691612E-004
   4.6799999999999997      ,   7.5296979828842758E-004
